file.index,sample.no,date.time,bin_11.5,bin_15.4,bin_20.5,bin_27.4,bin_36.5,bin_48.7,bin_64.9,bin_86.6,bin_115.5,bin_154,bin_205.4,bin_273.8,bin_365.2,total.conc.num.cm3,median.nm,mean.nm,geo.mean.nm,mode.nm,gsd,particle.density.g.cc,location,period,day
7,17,3/2/17 13:52,393.0601,2147.6138,2934.7969,3539.8386,4215.2378,5905.7891,8118.7778,9415.2842,8016.3906,4373.9668,540.3254,0,0,49601.081,70.0381,74.3758,61.6123,86.5964,1.9261,1.2,below,off peak,2
7,18,3/2/17 13:53,593.3746,1878.2744,2616.6929,4190.2148,5680.1733,8146.3306,11127.5977,12985.5088,11446.4365,6512.3843,732.8161,0,0,65909.804,73.5913,77.8434,65.7517,86.5964,1.8625,1.2,below,off peak,2
7,19,3/2/17 13:54,544.2252,1690.8159,2316.7178,3712.0227,4754.0947,6083.6875,7561.0918,8367.6104,7103.2554,3826.8235,181.5905,0,0,46141.9353,66.7657,71.8193,59.905,86.5964,1.8959,1.2,below,off peak,2
7,20,3/2/17 13:55,579.8825,1683.6797,2198.7317,3477.9609,4490.6538,5777.8198,7163.2056,7877.9448,6625.1484,3576.2009,289.157,0,0,43740.3853,66.5036,71.8073,59.6643,86.5964,1.9086,1.2,below,off peak,2
7,21,3/2/17 13:56,389.2867,1532.3422,2246.321,3454.1191,4689.9487,6687.7988,8986.6426,10281.6787,8917.792,5023.8462,582.8129,0,0,52792.589,72.4142,76.9579,64.9762,86.5964,1.8597,1.2,below,off peak,2
7,22,3/2/17 13:57,546.5594,1493.516,2118.7979,3566.3162,4190.811,5318.0337,7170.0669,8783.4219,7962.2554,4483.1323,315.567,0,0,45948.4776,71.9883,75.81,63.2515,86.5964,1.906,1.2,below,off peak,2
7,23,3/2/17 13:58,518.109,1479.3737,2035.3164,3331.0596,4424.3311,5761.6055,7137.3511,7801.854,6608.8066,3625.8145,292.6895,0,0,43016.3108,67.327,72.6385,60.6612,86.5964,1.891,1.2,below,off peak,2
7,24,3/2/17 13:59,474.5774,1402.9955,1995.0416,3471.9795,4384.2661,5609.375,7138.4702,8145.1216,6918.8086,3545.9104,0,0,0,43086.5459,67.9802,72.1874,60.7355,86.5964,1.8703,1.2,below,off peak,2
7,25,3/2/17 14:00,371.1534,1351.0002,2015.6664,3181.6277,4126.1201,5401.9526,6773.6265,7416.2378,6087.769,3038.0547,0,0,0,39763.2085,66.4246,70.9266,59.7351,86.5964,1.8626,1.2,below,off peak,2
7,26,3/2/17 14:01,498.3686,1227.4718,1615.1459,2657.7097,3059.4177,3445.1572,4057.657,4590.7974,3975.9043,2124.467,29.5977,0,0,27281.6944,62.1301,68.3058,55.9678,86.5964,1.95,1.2,below,off peak,2
7,27,3/2/17 14:02,447.508,1317.0204,1666.5522,2551.6711,3072.5417,3671.9392,4379.438,4794.209,4041.0374,2112.5911,0,0,0,28054.5081,62.4427,68.1562,56.1378,86.5964,1.9344,1.2,below,off peak,2
7,28,3/2/17 14:03,477.8874,1237.9806,1584.0743,2616.5972,3365.2288,4201.1646,5070.2373,5509.8066,4618.0171,2453.7009,93.7404,0,0,31228.4352,64.7831,70.2245,58.3036,86.5964,1.9102,1.2,below,off peak,2
7,29,3/2/17 14:04,505.6689,1241.9854,1582.0459,2611.1584,3331.4539,4725.7852,6664.5366,8057.5347,7034.0176,3663.1396,0,0,0,39417.3262,73.0548,75.7954,64.1467,86.5964,1.8662,1.2,below,off peak,2
7,30,3/2/17 14:05,718.356,1392.452,1640.1388,3071.3577,3816.4465,4354.4067,4936.0137,5349.9478,4539.5815,2408.8447,27.9056,0,0,32255.451,61.1732,67.6989,55.6653,86.5964,1.9384,1.2,below,off peak,2
7,31,3/2/17 14:06,722.5289,1569.3199,1856.4965,3045.5107,3785.2607,4331.2104,4776.3359,4903.3384,3980.4768,2038.7104,0,0,0,31009.1888,57.5882,64.8698,53.1086,86.5964,1.9458,1.2,below,off peak,2
8,1,3/2/17 16:15,313.0052,856.9328,1386.5165,2576.7756,3216.9763,4093.3162,5310.0908,6247.9341,5518.9648,3005.8772,67.8787,0,0,32594.2683,70.5696,74.6349,63.0223,86.5964,1.8585,1.2,above,peak,2
8,2,3/2/17 16:16,149.3794,1208.6366,2028.174,2954.5027,3347.718,3474.4463,3446.6533,3190.7625,2305.3474,943.1895,0,0,0,23048.8095,50.1162,58.3946,48.4507,48.6968,1.8674,1.2,above,peak,2
8,3,3/2/17 16:17,1498.6797,2382.3918,2329.8137,3486.1565,3703.8054,3141.3831,2449.4792,2047.2338,1534.4889,731.4529,0,0,0,23304.8851,37.5767,47.7032,37.7508,36.5174,1.9844,1.2,above,peak,2
8,4,3/2/17 16:18,1279.3446,2258.1589,2247.5286,3107.4744,3354.0256,3494.7793,3866.959,4235.5454,3621.115,1912.9218,0,0,0,29377.8525,52.5383,61.41,48.275,86.5964,2.0716,1.2,above,peak,2
8,5,3/2/17 16:19,1150.8757,2153.5049,2286.9524,3374.9854,3757.6565,3505.9932,3026.4197,2584.3699,1876.1766,853.3754,0,0,0,24570.3096,41.3626,51.3704,41.0898,36.5174,1.9703,1.2,above,peak,2
8,6,3/2/17 16:20,1172.1936,2381.074,2642.8699,3812.5398,3940.72,3211.2229,2299.9446,1723.4127,1217.9154,580.8758,0,0,0,22982.7686,35.9603,45.1577,36.4384,36.5174,1.9117,1.2,above,peak,2
8,7,3/2/17 16:21,1172.7921,2037.618,2089.7729,3169.7273,3481.6895,3406.8135,3410.5642,3542.2646,3052.2979,1729.8226,182.0398,0,0,27275.4025,49.6401,60.5724,47.3671,86.5964,2.0684,1.2,above,peak,2
8,8,3/2/17 16:22,613.4509,414.8998,1808.2225,6011.1616,8489.543,8457.4434,6656.9966,4508.9673,2436.532,632.9344,0,0,0,40030.1515,47.1064,53.4265,46.9275,36.5174,1.6693,1.2,above,peak,2
8,9,3/2/17 16:23,1298.7806,2250.697,2212.2256,4336.2095,5971.856,6314.3262,5440.4058,3979.7151,2236.9673,596.5077,0,0,0,34637.6907,45.4181,51.6054,43.2477,48.6968,1.845,1.2,above,peak,2
8,10,3/2/17 16:24,482.3989,1485.7524,2373.4373,5102.5146,7578.0278,8320.2549,6971.061,4348.8198,1599.1713,0,0,0,0,38261.4381,46.2084,49.992,44.2291,48.6968,1.6636,1.2,above,peak,2
8,11,3/2/17 16:25,623.5184,1432.1143,1689.8447,2792.3044,3491.3679,4083.957,4627.3057,4850.4253,3970.9111,2031.9962,0,0,0,29593.7451,59.6176,66.1888,54.3947,86.5964,1.9375,1.2,above,peak,2
8,12,3/2/17 16:26,325.2908,835.9495,1229.901,2219.8293,2713.8804,3314.051,4150.7886,4811.5444,4218.8608,2305.2664,107.984,0,0,26233.3462,68.1294,72.95,60.8975,86.5964,1.8945,1.2,above,peak,2
8,13,3/2/17 16:27,363.807,827.9503,1198.9075,2292.3193,2807.7917,3342.301,4090.3694,4716.6812,4145.2632,2273.7878,110.2388,0,0,26169.4172,67.2488,72.4196,60.3359,86.5964,1.8993,1.2,above,peak,2
8,14,3/2/17 16:28,395.6757,888.095,1345.1652,2664.3547,3310.6375,3719.6252,4136.5215,4426.5073,3723.2832,1970.8483,47.1055,0,0,26627.8191,61.3544,68.1965,56.6973,86.5964,1.8925,1.2,above,peak,2
8,15,3/2/17 16:29,695.6475,1235.0186,1384.603,2509.4417,3031.4739,3367.3955,3790.8606,4163.832,3617.3308,2007.2911,137.2327,0,0,25940.1273,60.549,67.8733,55.0569,86.5964,1.9819,1.2,above,peak,2
8,16,3/2/17 16:30,297.8475,1014.8679,1493.7992,2315.0471,2982.6328,3694.7295,4292.1196,4368.4658,3335.8291,1453.5269,0,0,0,25248.8655,60.4621,66.064,55.3333,86.5964,1.8701,1.2,above,peak,2
8,17,3/2/17 16:31,642.0457,1389.047,1934.1196,3372.4512,3784.6897,3746.3523,3795.9094,3998.5264,3451.3206,1914.0553,122.9339,0,0,28151.4511,53.8096,63.6849,51.4185,86.5964,1.9712,1.2,above,peak,2
8,18,3/2/17 16:32,335.7523,926.7642,1375.1893,2323.0288,2838.054,3282.4209,3756.1843,4014.2754,3345.8298,1755.6857,29.873,0,0,23983.0577,61.41,67.8768,56.2391,86.5964,1.9062,1.2,above,peak,2
8,19,3/2/17 16:33,1269.5349,1989.7833,2075.2395,4667.1182,6696.8853,7054.1196,5818.2017,3874.9551,1839.3175,197.6609,0,0,0,35482.8159,44.7079,49.6017,42.5319,48.6968,1.7742,1.2,above,peak,2
8,20,3/2/17 16:34,1272.4952,2224.5686,2517.927,5298.8325,7499.8159,7787.3901,6199.4453,3776.6213,1426.3263,0,0,0,0,38003.4224,42.9503,47.1849,40.9489,48.6968,1.7345,1.2,above,peak,2
8,21,3/2/17 16:35,538.7483,1080.1437,1363.9377,2640.0496,3441.7996,3873.9756,4062.5898,3991.5479,3149.8701,1585.0636,0,0,0,25727.7258,56.5431,64.3195,53.2605,64.9382,1.9016,1.2,above,peak,2
8,22,3/2/17 16:36,677.2219,1257.5834,1356.8995,2967.0369,5010.5161,6381.7695,6372.3687,4983.3989,2690.6367,448.1883,0,0,0,32145.6198,53.3032,57.71,49.9206,48.6968,1.7583,1.2,above,peak,2
8,23,3/2/17 16:37,459.782,974.0266,1344.7251,2596.8708,3209.9824,3514.8123,3748.6638,3856.8035,3116.1462,1518.9287,0,0,0,24340.7414,57.1722,64.8536,53.689,86.5964,1.9023,1.2,above,peak,2
8,24,3/2/17 16:38,655.2717,1939.9907,2200.8293,3129.333,3456.3955,3473.0332,3429.0225,3344.6067,2674.054,1353.512,0,0,0,25656.0485,48.5244,58.2009,46.6647,48.6968,1.9831,1.2,above,peak,2
8,25,3/2/17 16:39,827.7833,1939.3125,2715.7141,4738.104,5279.6597,4592.7036,3506.6926,2737.3135,1900.6089,820.9334,0,0,0,29058.8256,40.6469,49.9692,41.2187,36.5174,1.8611,1.2,above,peak,2
8,26,3/2/17 16:40,529.1522,1469.0845,1927.1377,3079.7949,3802.6506,3988.835,3727.2412,3160.2712,2182.3723,936.3726,0,0,0,24802.9122,48.2845,56.3511,46.5283,48.6968,1.8863,1.2,above,peak,2
8,27,3/2/17 16:41,368.4126,907.9209,1837.4633,3821.9875,5024.8726,5134.0825,4386.3198,3276.2415,1920.5269,583.341,0,0,0,27261.1685,47.2292,54.0805,46.3778,48.6968,1.7541,1.2,above,peak,2
8,28,3/2/17 16:42,432.3761,1032.3951,1301.6492,2252.6301,2715.5823,2825.0056,2784.8792,2675.2532,2140.9067,1117.8668,20.5035,0,0,19299.0478,52.2394,61.2536,49.9582,48.6968,1.9366,1.2,above,peak,2
8,29,3/2/17 16:43,454.4653,1008.4938,1290.7108,2263.3396,2644.5022,2663.1077,2597.1824,2538.9878,2024.6952,1008.7949,0,0,0,18494.2796,51.068,60.1914,49.0274,48.6968,1.9392,1.2,above,peak,2
8,30,3/2/17 16:44,448.3032,1059.557,1381.142,2373.0176,2926.0447,3055.4648,2907.207,2593.7764,1880.1177,844.5569,0,0,0,19469.1872,49.7997,58.0944,47.8533,48.6968,1.8989,1.2,above,peak,2
9,1,3/2/17 16:54,1421.881,2131.9634,1885.4966,3594.5403,4992.6802,5177.209,4197.5732,2692.7622,1139.2244,0,0,0,0,27233.3302,41.7322,46.1992,39.2213,48.6968,1.8105,1.2,,,2
9,2,3/2/17 16:55,1515.7589,2602.6702,2621.1418,4239.6914,5124.8506,4876.1943,3883.4043,2746.4241,1566.0548,463.7397,0,0,0,29639.9301,39.9369,47.044,38.7505,36.5174,1.8814,1.2,below,peak,2
9,3,3/2/17 16:56,1341.7069,2443.1497,2702.5007,4437.3257,5115.7632,4649.646,3641.2122,2719.6326,1722.1273,636.1705,0,0,0,29409.2347,39.8245,48.0176,39.3455,36.5174,1.8901,1.2,below,peak,2
9,4,3/2/17 16:57,1406.1364,2593.5007,2997.6797,5169.6362,5898.5972,5080.7832,3579.9241,2364.7939,1355.9957,445.6014,0,0,0,30892.6485,37.8752,44.8192,37.3491,36.5174,1.8306,1.2,below,peak,2
9,5,3/2/17 16:58,1190.5085,2002.2677,2240.062,4111.3081,5074.7476,4822.3833,3841.8479,2813.3542,1776.8409,734.8138,0,0,0,28608.1341,41.946,50.1525,41.3559,36.5174,1.8778,1.2,below,peak,2
9,6,3/2/17 16:59,981.8669,1877.0865,1992.9357,3195.7175,3679.1633,3681.1365,3567.8411,3450.991,2729.2773,1326.5046,0,0,0,26482.5204,48.4535,57.8597,46.3707,48.6968,1.99,1.2,below,peak,2
9,7,3/2/17 17:00,892.5696,1963.7264,2428.9038,3768.6875,4152.3291,3847.9133,3364.592,2983.4045,2220.2576,1009.9221,0,0,0,26632.306,43.0131,53.3711,43.1161,36.5174,1.9414,1.2,below,peak,2
9,8,3/2/17 17:01,1014.2411,1857.3585,1882.1774,3211.7283,3762.2969,3546.0068,3000.9226,2533.5305,1841.889,863.6873,0,0,0,23513.8384,42.7238,52.6053,42.4142,36.5174,1.9508,1.2,below,peak,2
9,9,3/2/17 17:02,1124.9698,1912.9994,1943.7188,3420.8291,3911.5383,3522.8555,2849.6748,2390.1223,1737.3535,776.4864,0,0,0,23590.5479,41.1938,50.9806,41.0939,36.5174,1.9453,1.2,below,peak,2
9,10,3/2/17 17:03,903.2717,1836.4166,2096.9055,3273.0549,3625.7815,3305.49,2769.946,2341.6995,1666.2095,707.3664,0,0,0,22526.1416,41.2188,50.9972,41.2213,36.5174,1.9348,1.2,below,peak,2
9,11,3/2/17 17:04,867.0119,1751.1152,1930.2679,3112.9619,3553.7227,3341.0037,2868.9934,2445.2009,1745.8696,742.968,0,0,0,22359.1152,42.5006,52.2563,42.2993,36.5174,1.937,1.2,below,peak,2
9,12,3/2/17 17:05,918.1678,1667.4707,1806.7504,2860.2922,3279.0859,3122.9961,2742.1833,2377.7517,1737.8115,790.4868,0,0,0,21302.9965,43.1519,53.0404,42.6532,36.5174,1.9611,1.2,below,peak,2
9,13,3/2/17 17:06,939.606,1706.8903,1745.4794,3075.0039,3755.5403,3553.1877,2813.5676,2046.7264,1266.2432,480.6874,0,0,0,21382.9322,41.1002,48.99,40.3116,36.5174,1.8833,1.2,below,peak,2
9,14,3/2/17 17:07,1387.0682,2343.0535,2240.5862,3389.3584,3891.3206,3617.6025,2963.2883,2317.1833,1532.8246,616.9063,0,0,0,24299.1919,39.5899,48.3262,38.8666,36.5174,1.9497,1.2,below,peak,2
9,15,3/2/17 17:08,1583.5087,2433.2285,2091.3064,3354.3538,3852.6067,3538.5313,2922.5605,2438.4143,1760.1937,794.2156,0,0,0,24768.9195,40.0332,49.6619,39.4008,36.5174,1.9941,1.2,below,peak,2
9,16,3/2/17 17:09,1120.1481,2063.8938,1970.2797,3046.0244,3475.3401,3328.8245,2960.334,2610.9275,1881.2838,773.6804,0,0,0,23230.7361,42.4221,52.1864,41.7546,36.5174,1.9782,1.2,below,peak,2
9,17,3/2/17 17:10,1097.6627,2008.6006,1958.4868,2938.0146,3491.0593,3628.8191,3531.2393,3259.9451,2415.24,1117.3596,0,0,0,25446.4271,47.4213,56.2382,44.9903,48.6968,1.9959,1.2,below,peak,2
9,18,3/2/17 17:11,1152.5085,1930.0282,1806.0431,2851.6638,3398.6318,3647.5818,3824.6719,3859.9255,3065.7385,1442.1488,0,0,0,26978.942,51.7646,59.9976,47.9276,86.5964,2.0183,1.2,below,peak,2
9,19,3/2/17 17:12,968.3348,1773.6859,1758.172,2864.3689,3370.3076,3332.252,3074.1306,2813.3132,2185.394,1108.7572,0,0,0,23248.7162,46.4003,56.121,44.866,36.5174,1.991,1.2,below,peak,2
9,20,3/2/17 17:13,984.4072,1810.3197,1831.9701,2859.6904,3286.2078,3333.4238,3317.5583,3290.551,2677.4851,1371.4252,0,0,0,24763.0387,49.4659,58.8891,46.8926,48.6968,2.0157,1.2,below,peak,2
9,21,3/2/17 17:14,1046.9362,1765.4774,1681.9867,2738.9612,3472.6941,3692.3499,3498.4138,3020.4143,2077.9651,817.2591,0,0,0,23812.4577,47.2261,55.0128,44.6105,48.6968,1.9548,1.2,below,peak,2
9,22,3/2/17 17:15,904.6465,1633.7681,1714.4506,2850.2703,3575.2468,3719.3918,3427.3059,2890.2449,1964.9344,782.062,0,0,0,23462.3213,46.6293,54.5868,44.5546,48.6968,1.9283,1.2,below,peak,2
9,23,3/2/17 17:16,929.6385,1598.8182,1634.2189,2755.8162,3417.0613,3577.9109,3428.304,3094.3542,2260.9954,992.3893,0,0,0,23689.5068,48.6012,56.8986,46.1028,48.6968,1.9582,1.2,below,peak,2
9,24,3/2/17 17:17,908.7856,1565.9014,1568.9364,2633.6194,3337.6514,3609.0833,3560.125,3251.405,2374.3269,1033.9363,0,0,0,23843.7706,50.1157,57.9912,47.0797,48.6968,1.9578,1.2,below,peak,2
9,25,3/2/17 17:18,904.6622,1508.2266,1525.569,2662.292,3245.7258,3421.0352,3441.875,3362.22,2622.6846,1237.8844,0,0,0,23932.1746,51.4116,59.8014,48.2785,64.9382,1.9793,1.2,below,peak,2
9,26,3/2/17 17:19,880.082,1569.0239,1601.6168,2725.7249,3383.9043,3564.8113,3453.7341,3164.9041,2341.1252,1051.9229,0,0,0,23736.8494,49.416,57.7039,46.7855,48.6968,1.958,1.2,below,peak,2
9,27,3/2/17 17:20,1665.231,2753.9207,2057.0005,3009.2607,3901.1208,4218.7524,3926.9607,3206.4219,2048.2991,724.9782,0,0,0,27511.946,43.8515,51.4334,41.1706,48.6968,1.9914,1.2,below,peak,2
9,28,3/2/17 17:21,1850.7472,2717.8745,1915.6766,3121.7295,3941.4641,3925.2551,3315.9866,2546.4434,1547.4312,457.7796,0,0,0,25340.3877,40.2352,47.6775,38.2867,36.5174,1.9693,1.2,below,peak,2
9,29,3/2/17 17:22,1056.5017,1596.9579,1589.9078,2919.3181,3746.6416,3812.1113,3347.4795,2689.3064,1757.7686,664.0828,0,0,0,23180.0757,45.1446,52.9485,43.3485,48.6968,1.9168,1.2,below,peak,2
9,30,3/2/17 17:23,998.052,1532.1732,1477.7202,2788.4395,3702.4685,3834.2725,3332.4697,2559.948,1565.1484,526.5743,0,0,0,22317.2663,45.0523,52.1417,43.0385,48.6968,1.8924,1.2,below,peak,2
9,31,3/2/17 17:24,1153.9426,2084.9409,1934.5269,3006.8552,3739.2107,3879.5393,3550.3333,2961.9109,2011.9235,827.4617,0,0,0,25150.6449,45.0094,53.2696,43.0124,48.6968,1.9598,1.2,below,peak,2
9,32,3/2/17 17:25,1282.1469,1968.4366,1788.3768,3028.3665,3773.2351,3630.0286,2870.6296,1975.2051,1045.9027,219.044,0,0,0,21581.3719,39.642,45.9332,37.976,36.5174,1.876,1.2,below,peak,2
