date,time,ref,sen,atn,flow,temp,status,battery,bc,location,period,day
3/2/17,17:12:30,888119,617070,36.412,99,18,0,100,6815,below,peak,2
3/2/17,17:13:00,888174,616643,36.488,98,18,0,100,8742,below,peak,2
3/2/17,17:13:30,888263,616082,36.589,99,18,0,100,11594,below,peak,2
3/2/17,17:14:00,888230,615538,36.673,99,18,0,100,9710,below,peak,2
3/2/17,17:14:30,888249,615094,36.748,99,18,0,100,8525,below,peak,2
3/2/17,17:15:00,888260,614720,36.81,99,17,0,100,7121,below,peak,2
3/2/17,17:15:30,888172,614254,36.876,99,17,0,100,7565,below,peak,2
3/2/17,17:16:00,888240,613890,36.943,99,17,0,100,7680,below,peak,2
3/2/17,17:16:30,888227,613448,37.013,99,17,0,100,8097,below,peak,2
3/2/17,17:17:00,888235,613046,37.08,99,17,0,100,7625,below,peak,2
3/2/17,17:17:30,888243,612759,37.127,99,17,0,100,5477,below,peak,2
3/2/17,17:18:00,888258,612470,37.176,98,17,0,100,5664,below,peak,2
3/2/17,17:18:30,888294,612168,37.23,99,17,0,100,6124,below,peak,2
3/2/17,17:19:00,888278,611766,37.293,99,17,0,100,7331,below,peak,2
3/2/17,17:19:30,888274,611371,37.358,99,17,0,100,7360,below,peak,2
3/2/17,17:20:00,888339,611015,37.423,99,17,0,100,7523,below,peak,2
3/2/17,17:20:30,888323,610623,37.486,98,17,0,100,7230,below,peak,2
3/2/17,17:21:00,888326,610197,37.556,98,17,0,100,8129,below,peak,2
3/2/17,17:21:30,888362,609783,37.628,99,17,0,100,8253,below,peak,2
3/2/17,17:22:00,888283,609343,37.691,99,17,0,100,7262,below,peak,2
3/2/17,17:22:30,888351,608984,37.757,99,17,0,100,7641,below,peak,2
3/2/17,17:23:00,888304,608557,37.822,99,17,0,100,7441,below,peak,2
3/2/17,17:23:30,888374,608217,37.886,98,17,0,100,7392,below,peak,2
3/2/17,17:24:00,888338,607858,37.941,99,17,0,100,6310,below,peak,2
3/2/17,17:24:30,888395,607684,37.976,98,17,0,100,4062,below,peak,2
3/2/17,17:25:00,888350,607373,38.022,98,17,0,100,5347,below,peak,2
3/2/17,17:25:30,888396,607120,38.069,99,17,0,100,5375,below,peak,2
3/2/17,17:26:00,888332,606793,38.116,99,17,0,100,5355,,,2
3/2/17,17:26:30,888302,606455,38.168,98,17,0,100,6067,,,2
3/2/17,17:27:00,888384,606148,38.228,99,17,0,100,6869,,,2
3/2/17,17:27:30,888437,605845,38.284,99,17,0,100,6422,,,2
3/2/17,17:28:00,888388,605624,38.315,99,17,0,100,3554,,,2
